#BGC Name	Family Number
Pf5_c02106_NODE_21...region001	3229
Pf11_c00650_NODE_65...region001	3252
Pf5_c03529_NODE_35...region001	3252
Pf7_c00677_NODE_67...region001	3252
Pf9_c02155_NODE_21...region001	3252
Pf5_c04958_NODE_49...region001	3270
Pf10_c14080_NODE_14...region001	3277
Pf12_c06994_NODE_69...region001	3277
Pf5_c05626_NODE_56...region001	3277
BGC0000554.1	3288
Pf5_c07247_NODE_72...region001	3288
Pf10_c13252_NODE_13...region001	3295
Pf4_c17314_NODE_17...region001	3295
Pf5_c08094_NODE_80...region001	3295
Pf9_c16903_NODE_16...region001	3295
Pf5_c08131_NODE_81...region001	3297
Pf5_c11057_NODE_11...region001	3305
Pf7_c01805_NODE_18...region001	3305
gb10_c01152_NODE_11...region001	3305
Pf4_c12763_NODE_12...region001	3307
Pf5_c11578_NODE_11...region001	3307
Pf5_c12888_NODE_12...region001	3308
Pf6_c10815_NODE_10...region001	3308
Pf5_c14144_NODE_14...region001	3315
Pf9_c10599_NODE_10...region001	3315
Pf11_c01349_NODE_13...region001	3318
Pf12_c01588_NODE_15...region001	3318
Pf4_c04494_NODE_44...region001	3318
Pf5_c05245_NODE_52...region001	3318
Pf6_c00003_NODE_3_...region001	3318
Pf7_c01483_NODE_14...region001	3318
Pf8_c01948_NODE_19...region001	3318
Pf9_c03274_NODE_32...region001	3318
Pf10_c00048_NODE_48...region001	3319
Pf11_c00055_NODE_55...region001	3319
Pf12_c00477_NODE_47...region001	3319
Pf12_c07935_NODE_79...region001	3319
Pf12_c10079_NODE_10...region001	3319
Pf4_c00458_NODE_45...region001	3319
Pf5_c00362_NODE_36...region001	3319
Pf6_c00005_NODE_5_...region001	3319
Pf7_c00125_NODE_12...region001	3319
Pf8_c00200_NODE_20...region001	3319
Pf9_c00028_NODE_28...region001	3319
Pf10_c00021_NODE_21...region001	3320
Pf12_c01675_NODE_16...region001	3320
Pf6_c00006_NODE_6_...region001	3320
Aply22_c00355_NODE_35...region001	3322
Pf10_c00682_NODE_68...region001	3322
Pf12_c02367_NODE_23...region001	3322
Pf4_c00495_NODE_49...region001	3322
Pf5_c00465_NODE_46...region001	3322
Pf6_c00014_NODE_14...region001	3322
Pf7_c02115_NODE_21...region001	3322
Pf8_c03805_NODE_38...region001	3322
Pf9_c04805_NODE_48...region001	3322
Aply22_c00134_NODE_13...region001	3340
Pf5_c01045_NODE_10...region001	3340
Pf6_c00255_NODE_25...region001	3340
Aply22_c06517_NODE_65...region001	3350
Pf10_c01060_NODE_10...region001	3350
Pf5_c02710_NODE_27...region001	3350
Pf6_c00424_NODE_42...region001	3350
Pf4_c00061_NODE_61...region001	3356
Pf5_c00654_NODE_65...region001	3356
Pf6_c00568_NODE_56...region001	3356
Pf11_c00721_NODE_72...region001	3359
Pf4_c00553_NODE_55...region001	3359
Pf5_c13465_NODE_13...region001	3359
Pf6_c00669_NODE_66...region001	3359
Pf7_c08822_NODE_88...region001	3359
Pf8_c05830_NODE_58...region001	3359
Pf9_c00710_NODE_71...region001	3359
Pf10_c01590_NODE_15...region001	3366
Pf5_c00141_NODE_14...region001	3366
Pf6_c00839_NODE_83...region001	3366
Pf10_c09020_NODE_90...region001	3385
Pf11_c04255_NODE_42...region001	3385
Pf12_c01140_NODE_11...region001	3385
Pf4_c04122_NODE_41...region001	3385
Pf5_c03003_NODE_30...region001	3385
Pf6_c01236_NODE_12...region001	3385
Pf7_c00192_NODE_19...region001	3385
Pf8_c00078_NODE_78...region001	3385
Pf9_c01659_NODE_16...region001	3385
Pf6_c01282_NODE_12...region001	3389
Pf11_c09991_NODE_99...region001	3397
Pf12_c03039_NODE_30...region001	3397
Pf4_c10616_NODE_10...region001	3397
Pf5_c01046_NODE_10...region001	3397
Pf6_c01541_NODE_15...region001	3397
Pf7_c03399_NODE_33...region001	3397
Pf8_c00293_NODE_29...region001	3397
Pf6_c01559_NODE_15...region001	3398
Pf6_c02929_NODE_29...region001	3422
Pf6_c03068_NODE_30...region001	3427
Pf11_c03285_NODE_32...region001	3428
Pf4_c08043_NODE_80...region001	3428
Pf4_c09679_NODE_96...region001	3428
Pf6_c03085_NODE_30...region001	3428
Pf12_c00088_NODE_88...region001	3430
Pf6_c03183_NODE_31...region001	3430
Pf4_c12224_NODE_12...region001	3434
Pf5_c07921_NODE_79...region001	3434
Pf6_c03374_NODE_33...region001	3434
Pf7_c01834_NODE_18...region001	3434
Pf8_c05199_NODE_51...region001	3434
Pf9_c04962_NODE_49...region001	3434
Pf11_c08643_NODE_86...region001	3439
Pf6_c03680_NODE_36...region001	3439
Pf7_c02255_NODE_22...region001	3439
Pf8_c01313_NODE_13...region001	3439
gb2_2_c10034_NODE_10...region001	3439
gb5_2_c11319_NODE_11...region001	3439
gb8_2_c06526_NODE_65...region001	3439
gb8_2_c06947_NODE_69...region001	3439
Pf11_c06678_NODE_66...region001	3440
Pf4_c15764_NODE_15...region001	3440
Pf5_c10329_NODE_10...region001	3440
Pf6_c03746_NODE_37...region001	3440
Pf7_c01284_NODE_12...region001	3440
Pf8_c02528_NODE_25...region001	3440
Pf9_c06215_NODE_62...region001	3440
Pf6_c03832_NODE_38...region001	3441
Pf6_c04005_NODE_40...region001	3443
Aply22_c06361_NODE_63...region001	3446
Pf11_c15072_NODE_15...region001	3446
Pf12_c04646_NODE_46...region001	3446
Pf12_c08417_NODE_84...region001	3446
Pf6_c04054_NODE_40...region001	3446
Pf7_c06757_NODE_67...region001	3446
Pf8_c05940_NODE_59...region001	3446
Pf11_c05838_NODE_58...region001	3462
Pf5_c07803_NODE_78...region001	3462
Pf6_c05124_NODE_51...region001	3462
Pf10_c01626_NODE_16...region001	3472
Pf4_c00243_NODE_24...region001	3472
Pf6_c06645_NODE_66...region001	3472
Pf7_c00744_NODE_74...region001	3472
Pf6_c06660_NODE_66...region001	3474
Pf7_c03744_NODE_37...region001	3474
Pf9_c08123_NODE_81...region001	3474
Pf12_c05928_NODE_59...region001	3482
Pf6_c08469_NODE_84...region001	3482
Pf7_c08567_NODE_85...region001	3482
Pf6_c08765_NODE_87...region001	3484
Pf10_c10660_NODE_10...region001	3488
Pf6_c09060_NODE_90...region001	3488
Pf7_c13464_NODE_13...region001	3488
Pf9_c11945_NODE_11...region001	3488
Pf11_c16986_NODE_16...region001	3489
Pf6_c09066_NODE_90...region001	3489
Pf6_c09502_NODE_95...region001	3492
Pf6_c09896_NODE_98...region001	3499
Pf6_c11448_NODE_11...region001	3507
Pf10_c04112_NODE_41...region001	3511
Pf5_c10650_NODE_10...region001	3511
Pf6_c11881_NODE_11...region001	3511
gb1_c10534_NODE_10...region001	3511
Pf6_c12516_NODE_12...region001	3514
Pf7_c02999_NODE_29...region001	3514
Pf5_c13590_NODE_13...region001	3517
Pf6_c13016_NODE_13...region001	3517
Pf7_c11899_NODE_11...region001	3517
Pf8_c11333_NODE_11...region001	3517
Pf9_c09665_NODE_96...region001	3517
Pf6_c13103_NODE_13...region001	3518
Pf6_c13520_NODE_13...region001	3519
Pf7_c09699_NODE_96...region001	3519
gb9_c22714_NODE_22...region001	3519
Pf6_c13837_NODE_13...region001	3520
Pf6_c15714_NODE_15...region001	3526
Pf6_c20392_NODE_20...region001	3538
Pf6_c21917_NODE_21...region001	3540
Pf6_c22087_NODE_22...region001	3542
Pf7_c00003_NODE_3_...region001	3544
Pf10_c00213_NODE_21...region001	3546
Pf11_c00145_NODE_14...region001	3546
Pf12_c00018_NODE_18...region001	3546
Pf4_c00059_NODE_59...region001	3546
Pf6_c00062_NODE_62...region001	3546
Pf7_c00008_NODE_8_...region001	3546
Pf11_c00282_NODE_28...region001	3547
Pf7_c00015_NODE_15...region001	3547
Pf10_c00262_NODE_26...region001	3549
Pf11_c00005_NODE_5_...region001	3549
Pf4_c00035_NODE_35...region001	3549
Pf7_c00020_NODE_20...region001	3549
Pf8_c00006_NODE_6_...region001	3549
Pf9_c09425_NODE_94...region001	3549
Pf7_c00084_NODE_84...region001	3558
gb10_c07837_NODE_78...region001	3558
gb1_c04019_NODE_40...region001	3558
gb2_2_c06937_NODE_69...region001	3558
gb305_c10254_NODE_10...region001	3558
gb3_2_c01481_NODE_14...region001	3558
gb5_2_c10159_NODE_10...region001	3558
gb7_c08219_NODE_82...region001	3558
Pf11_c11023_NODE_11...region001	3563
Pf7_c00169_NODE_16...region001	3563
gb8_2_c08473_NODE_84...region001	3563
Pf11_c00056_NODE_56...region001	3564
Pf11_c01828_NODE_18...region001	3564
Pf12_c09986_NODE_99...region001	3564
Pf4_c00109_NODE_10...region001	3564
Pf5_c05361_NODE_53...region001	3564
Pf6_c08964_NODE_89...region001	3564
Pf7_c00177_NODE_17...region001	3564
Pf8_c05139_NODE_51...region001	3564
Pf8_c05541_NODE_55...region001	3564
Pf5_c02913_NODE_29...region001	3566
Pf7_c00202_NODE_20...region001	3566
Pf8_c04384_NODE_43...region001	3566
Aply16_c04111_NODE_41...region001	3567
Aply22_c00233_NODE_23...region001	3567
Aply23_c01137_NODE_11...region001	3567
Pf10_c00378_NODE_37...region001	3567
Pf11_c00679_NODE_67...region001	3567
Pf11_c13713_NODE_13...region001	3567
Pf12_c01029_NODE_10...region001	3567
Pf4_c00880_NODE_88...region001	3567
Pf5_c00382_NODE_38...region001	3567
Pf6_c01163_NODE_11...region001	3567
Pf7_c00211_NODE_21...region001	3567
Pf8_c02410_NODE_24...region001	3567
Pf9_c01442_NODE_14...region001	3567
gb8_2_c11934_NODE_11...region001	3567
Pf10_c00249_NODE_24...region001	3570
Pf11_c00226_NODE_22...region001	3570
Pf12_c01095_NODE_10...region001	3570
Pf6_c00441_NODE_44...region001	3570
Pf6_c19905_NODE_19...region001	3570
Pf7_c00289_NODE_28...region001	3570
Pf8_c00481_NODE_48...region001	3570
Pf10_c00144_NODE_14...region001	3574
Pf11_c00426_NODE_42...region001	3574
Pf12_c00862_NODE_86...region001	3574
Pf4_c16030_NODE_16...region001	3574
Pf5_c00033_NODE_33...region001	3574
Pf6_c00431_NODE_43...region001	3574
Pf7_c00396_NODE_39...region001	3574
Pf8_c00022_NODE_22...region001	3574
gb3_2_c00981_NODE_98...region001	3574
gb4_2_c00654_NODE_65...region001	3574
gb7_c00781_NODE_78...region001	3574
Aply16_c02675_NODE_26...region001	3576
Aply22_c04129_NODE_41...region001	3576
Pf10_c01376_NODE_13...region001	3576
Pf11_c00436_NODE_43...region001	3576
Pf4_c00213_NODE_21...region001	3576
Pf6_c01058_NODE_10...region001	3576
Pf7_c00430_NODE_43...region001	3576
Pf8_c00151_NODE_15...region001	3576
Pf9_c00180_NODE_18...region001	3576
Aply16_c06754_NODE_67...region001	3577
Aply22_c08590_NODE_85...region001	3577
Pf10_c01512_NODE_15...region001	3577
Pf12_c03043_NODE_30...region001	3577
Pf5_c02480_NODE_24...region001	3577
Pf6_c11343_NODE_11...region001	3577
Pf7_c00434_NODE_43...region001	3577
Pf8_c01000_NODE_10...region001	3577
Aply22_c05404_NODE_54...region001	3580
Aply23_c05208_NODE_52...region001	3580
Pf10_c04075_NODE_40...region001	3580
Pf11_c04404_NODE_44...region001	3580
Pf11_c06131_NODE_61...region001	3580
Pf12_c00246_NODE_24...region001	3580
Pf4_c00318_NODE_31...region001	3580
Pf6_c06815_NODE_68...region001	3580
Pf6_c11303_NODE_11...region001	3580
Pf6_c12095_NODE_12...region001	3580
Pf7_c00514_NODE_51...region001	3580
Pf9_c00205_NODE_20...region001	3580
gb278_c00216_NODE_21...region001	3580
gb305_c04878_NODE_48...region001	3580
gb4_2_c01966_NODE_19...region001	3580
Aply22_c01340_NODE_13...region001	3583
Pf10_c00473_NODE_47...region001	3583
Pf11_c05322_NODE_53...region001	3583
Pf12_c00286_NODE_28...region001	3583
Pf4_c01916_NODE_19...region001	3583
Pf4_c07994_NODE_79...region001	3583
Pf5_c00585_NODE_58...region001	3583
Pf6_c00377_NODE_37...region001	3583
Pf7_c00594_NODE_59...region001	3583
Pf8_c03066_NODE_30...region001	3583
Pf9_c04227_NODE_42...region001	3583
Pf10_c02510_NODE_25...region001	3586
Pf12_c01135_NODE_11...region001	3586
Pf4_c00755_NODE_75...region001	3586
Pf5_c00517_NODE_51...region001	3586
Pf6_c00280_NODE_28...region001	3586
Pf7_c00684_NODE_68...region001	3586
Pf7_c00882_NODE_88...region001	3595
Pf10_c00342_NODE_34...region001	3597
Pf10_c01020_NODE_10...region001	3597
Pf11_c00448_NODE_44...region001	3597
Pf12_c02117_NODE_21...region001	3597
Pf5_c00005_NODE_5_...region001	3597
Pf5_c01679_NODE_16...region001	3597
Pf7_c00894_NODE_89...region001	3597
Aply16_c00019_NODE_19...region001	3603
Aply21_c00008_NODE_8_...region001	3603
Aply22_c00072_NODE_72...region001	3603
Pf10_c00948_NODE_94...region001	3603
Pf11_c03639_NODE_36...region001	3603
Pf12_c02510_NODE_25...region001	3603
Pf4_c00518_NODE_51...region001	3603
Pf4_c19047_NODE_19...region001	3603
Pf5_c02209_NODE_22...region001	3603
Pf6_c00082_NODE_82...region001	3603
Pf7_c01123_NODE_11...region001	3603
Pf10_c00441_NODE_44...region001	3611
Pf11_c01352_NODE_13...region001	3611
Pf4_c02546_NODE_25...region001	3611
Pf5_c00492_NODE_49...region001	3611
Pf6_c00466_NODE_46...region001	3611
Pf7_c01425_NODE_14...region001	3611
Pf8_c01120_NODE_11...region001	3611
Pf9_c00490_NODE_49...region001	3611
Pf11_c01475_NODE_14...region001	3612
Pf12_c01145_NODE_11...region001	3612
Pf4_c02035_NODE_20...region001	3612
Pf7_c01451_NODE_14...region001	3612
Aply22_c00328_NODE_32...region001	3614
Aply23_c02122_NODE_21...region001	3614
Pf11_c07803_NODE_78...region001	3614
Pf5_c07438_NODE_74...region001	3614
Pf7_c01468_NODE_14...region001	3614
gb278_c05484_NODE_54...region001	3614
Pf10_c01320_NODE_13...region001	3615
Pf11_c00485_NODE_48...region001	3615
Pf12_c00589_NODE_58...region001	3615
Pf6_c00977_NODE_97...region001	3615
Pf7_c01475_NODE_14...region001	3615
Pf8_c00655_NODE_65...region001	3615
Pf9_c00401_NODE_40...region001	3615
Aply22_c07414_NODE_74...region001	3634
Pf7_c01960_NODE_19...region001	3634
gb1_c03154_NODE_31...region001	3634
gb6_c06135_NODE_61...region001	3634
Pf10_c03289_NODE_32...region001	3642
Pf11_c01638_NODE_16...region001	3642
Pf12_c04778_NODE_47...region001	3642
Pf4_c00140_NODE_14...region001	3642
Pf4_c00561_NODE_56...region001	3642
Pf5_c04673_NODE_46...region001	3642
Pf6_c02055_NODE_20...region001	3642
Pf6_c02474_NODE_24...region001	3642
Pf6_c03407_NODE_34...region001	3642
Pf7_c00100_NODE_10...region001	3642
Pf7_c00562_NODE_56...region001	3642
Pf7_c02143_NODE_21...region001	3642
Pf10_c01937_NODE_19...region001	3643
Pf11_c01710_NODE_17...region001	3643
Pf12_c01496_NODE_14...region001	3643
Pf4_c02155_NODE_21...region001	3643
Pf5_c00802_NODE_80...region001	3643
Pf6_c00049_NODE_49...region001	3643
Pf7_c02147_NODE_21...region001	3643
Pf8_c00875_NODE_87...region001	3643
Pf9_c01412_NODE_14...region001	3643
gb5_2_c04400_NODE_44...region001	3643
gb5_2_c14780_NODE_14...region001	3643
Aply22_c02062_NODE_20...region001	3658
Aply23_c01291_NODE_12...region001	3658
Pf7_c02893_NODE_28...region001	3658
Pf11_c00579_NODE_57...region001	3676
Pf12_c02488_NODE_24...region001	3676
Pf4_c00519_NODE_51...region001	3676
Pf5_c01159_NODE_11...region001	3676
Pf6_c01244_NODE_12...region001	3676
Pf7_c03842_NODE_38...region001	3676
Pf8_c00878_NODE_87...region001	3676
Aply21_c00604_NODE_60...region001	3677
Aply23_c00459_NODE_45...region001	3677
Pf11_c06272_NODE_62...region001	3677
Pf4_c05963_NODE_59...region001	3677
Pf7_c03843_NODE_38...region001	3677
Aply22_c02261_NODE_22...region001	3679
Pf10_c03120_NODE_31...region001	3679
Pf11_c01288_NODE_12...region001	3679
Pf12_c02348_NODE_23...region001	3679
Pf4_c00431_NODE_43...region001	3679
Pf4_c03776_NODE_37...region001	3679
Pf5_c00702_NODE_70...region001	3679
Pf6_c03238_NODE_32...region001	3679
Pf7_c03906_NODE_39...region001	3679
Pf8_c02695_NODE_26...region001	3679
Pf11_c08437_NODE_84...region001	3695
Pf7_c04852_NODE_48...region001	3695
Pf7_c04905_NODE_49...region001	3697
Aply16_c00030_NODE_30...region001	3700
Aply21_c01256_NODE_12...region001	3700
Aply22_c00057_NODE_57...region001	3700
Aply23_c08028_NODE_80...region001	3700
Pf11_c07741_NODE_77...region001	3700
Pf12_c02910_NODE_29...region001	3700
Pf4_c15489_NODE_15...region001	3700
Pf6_c05337_NODE_53...region001	3700
Pf7_c05094_NODE_50...region001	3700
Pf7_c06367_NODE_63...region001	3711
Aply16_c04061_NODE_40...region001	3716
Aply22_c00902_NODE_90...region001	3716
Aply23_c01017_NODE_10...region001	3716
Aply23_c05182_NODE_51...region001	3716
BGC0000663.1	3716
Pf10_c00316_NODE_31...region001	3716
Pf11_c00266_NODE_26...region001	3716
Pf12_c01509_NODE_15...region001	3716
Pf4_c01659_NODE_16...region001	3716
Pf5_c00863_NODE_86...region001	3716
Pf6_c02935_NODE_29...region001	3716
Pf7_c07046_NODE_70...region001	3716
Pf7_c07727_NODE_77...region001	3723
Pf7_c08953_NODE_89...region001	3732
Pf8_c15301_NODE_15...region001	3732
Pf11_c03098_NODE_30...region001	3733
Pf7_c09109_NODE_91...region001	3733
gb1_c09639_NODE_96...region001	3733
gb9_c10768_NODE_10...region001	3733
Pf7_c09413_NODE_94...region001	3735
Pf5_c05277_NODE_52...region001	3736
Pf7_c09425_NODE_94...region001	3736
Pf11_c02060_NODE_20...region001	3739
Pf4_c01821_NODE_18...region001	3739
Pf6_c02030_NODE_20...region001	3739
Pf7_c09651_NODE_96...region001	3739
Pf8_c08131_NODE_81...region001	3739
Pf9_c04577_NODE_45...region001	3739
Pf10_c08486_NODE_84...region001	3742
Pf11_c00401_NODE_40...region001	3742
Pf12_c07999_NODE_79...region001	3742
Pf5_c07549_NODE_75...region001	3742
Pf6_c02581_NODE_25...region001	3742
Pf7_c10044_NODE_10...region001	3742
Pf8_c08282_NODE_82...region001	3742
Pf9_c08540_NODE_85...region001	3742
Aply22_c06584_NODE_65...region001	3743
Pf10_c08380_NODE_83...region001	3743
Pf11_c09072_NODE_90...region001	3743
Pf12_c08108_NODE_81...region001	3743
Pf4_c10034_NODE_10...region001	3743
Pf5_c07669_NODE_76...region001	3743
Pf6_c08906_NODE_89...region001	3743
Pf6_c09584_NODE_95...region001	3743
Pf7_c08633_NODE_86...region001	3743
Pf7_c10209_NODE_10...region001	3743
Pf9_c08384_NODE_83...region001	3743
Pf9_c09937_NODE_99...region001	3743
Aply16_c04321_NODE_43...region001	3746
Aply21_c01424_NODE_14...region001	3746
Aply23_c04107_NODE_41...region001	3746
Pf5_c09107_NODE_91...region001	3746
Pf7_c10533_NODE_10...region001	3746
Pf9_c05121_NODE_51...region001	3746
Pf10_c02488_NODE_24...region001	3749
Pf11_c05296_NODE_52...region001	3749
Pf12_c03376_NODE_33...region001	3749
Pf7_c10947_NODE_10...region001	3749
Pf12_c08394_NODE_83...region001	3751
Pf7_c11201_NODE_11...region001	3751
gb305_c03985_NODE_39...region001	3751
Pf7_c11248_NODE_11...region001	3752
Pf8_c12571_NODE_12...region001	3752
Pf7_c11600_NODE_11...region001	3753
Pf7_c12146_NODE_12...region001	3757
Pf7_c13074_NODE_13...region001	3762
Pf7_c14791_NODE_14...region001	3768
Aply16_c07579_NODE_75...region001	3774
Aply22_c05597_NODE_55...region001	3774
Pf11_c11877_NODE_11...region001	3774
Pf4_c11533_NODE_11...region001	3774
Pf4_c14809_NODE_14...region001	3774
Pf5_c08100_NODE_81...region001	3774
Pf7_c09280_NODE_92...region001	3774
Pf7_c15211_NODE_15...region001	3774
Pf7_c17010_NODE_17...region001	3774
Pf9_c13632_NODE_13...region001	3774
gb5_2_c21832_NODE_21...region001	3774
Pf7_c17984_NODE_17...region001	3778
Pf10_c03751_NODE_37...region001	3787
Pf11_c00037_NODE_37...region001	3787
Pf11_c13148_NODE_13...region001	3787
Pf12_c12764_NODE_12...region001	3787
Pf4_c03487_NODE_34...region001	3787
Pf5_c04550_NODE_45...region001	3787
Pf6_c04259_NODE_42...region001	3787
Pf7_c07836_NODE_78...region001	3787
Pf8_c00024_NODE_24...region001	3787
Aply22_c00561_NODE_56...region001	3793
Pf10_c01708_NODE_17...region001	3793
Pf11_c00132_NODE_13...region001	3793
Pf11_c00691_NODE_69...region001	3793
Pf12_c02168_NODE_21...region001	3793
Pf4_c02949_NODE_29...region001	3793
Pf6_c00871_NODE_87...region001	3793
Pf7_c01462_NODE_14...region001	3793
Pf8_c00076_NODE_76...region001	3793
Pf12_c00269_NODE_26...region001	3796
Pf5_c00184_NODE_18...region001	3796
Pf8_c00162_NODE_16...region001	3796
Aply21_c00647_NODE_64...region001	3797
Aply22_c11759_NODE_11...region001	3797
Pf10_c04964_NODE_49...region001	3797
Pf11_c04376_NODE_43...region001	3797
Pf12_c07510_NODE_75...region001	3797
Pf4_c14599_NODE_14...region001	3797
Pf5_c03854_NODE_38...region001	3797
Pf6_c11845_NODE_11...region001	3797
Pf7_c04909_NODE_49...region001	3797
Pf8_c00165_NODE_16...region001	3797
gb278_c03028_NODE_30...region001	3797
Aply22_c00158_NODE_15...region001	3798
Pf10_c00257_NODE_25...region001	3798
Pf12_c02329_NODE_23...region001	3798
Pf5_c00102_NODE_10...region001	3798
Pf7_c00275_NODE_27...region001	3798
Pf8_c00177_NODE_17...region001	3798
Pf9_c00260_NODE_26...region001	3798
Pf11_c00297_NODE_29...region001	3804
Pf12_c00966_NODE_96...region001	3804
Pf4_c00912_NODE_91...region001	3804
Pf7_c01062_NODE_10...region001	3804
Pf8_c00329_NODE_32...region001	3804
Pf10_c07032_NODE_70...region001	3810
Pf4_c01988_NODE_19...region001	3810
Pf6_c00099_NODE_99...region001	3810
Pf7_c00421_NODE_42...region001	3810
Pf8_c00425_NODE_42...region001	3810
Pf9_c04318_NODE_43...region001	3810
gb305_c12231_NODE_12...region001	3810
gb7_c11363_NODE_11...region001	3810
Aply16_c00404_NODE_40...region001	3814
Aply22_c00219_NODE_21...region001	3814
Aply23_c00309_NODE_30...region001	3814
Pf10_c00771_NODE_77...region001	3814
Pf5_c02346_NODE_23...region001	3814
Pf6_c00765_NODE_76...region001	3814
Pf8_c00483_NODE_48...region001	3814
Pf5_c07073_NODE_70...region001	3825
Pf7_c00370_NODE_37...region001	3825
Pf8_c00816_NODE_81...region001	3825
Pf5_c07229_NODE_72...region001	3836
Pf7_c00077_NODE_77...region001	3836
Pf8_c00997_NODE_99...region001	3836
Pf10_c04011_NODE_40...region001	3838
Pf12_c07957_NODE_79...region001	3838
Pf4_c02650_NODE_26...region001	3838
Pf5_c06052_NODE_60...region001	3838
Pf6_c06751_NODE_67...region001	3838
Pf8_c01032_NODE_10...region001	3838
Pf9_c01827_NODE_18...region001	3838
gb1_c04273_NODE_42...region001	3838
gb4_2_c03800_NODE_38...region001	3838
gb5_2_c02312_NODE_23...region001	3838
gb6_c02064_NODE_20...region001	3838
gb8_2_c02580_NODE_25...region001	3838
gb9_c03952_NODE_39...region001	3838
Pf11_c04975_NODE_49...region001	3839
Pf12_c14327_NODE_14...region001	3839
Pf6_c01201_NODE_12...region001	3839
Pf7_c01350_NODE_13...region001	3839
Pf8_c01059_NODE_10...region001	3839
Pf10_c03013_NODE_30...region001	3850
Pf11_c00883_NODE_88...region001	3850
Pf4_c00756_NODE_75...region001	3850
Pf5_c05994_NODE_59...region001	3850
Pf6_c05734_NODE_57...region001	3850
Pf7_c01133_NODE_11...region001	3850
Pf8_c00885_NODE_88...region001	3850
Pf8_c01468_NODE_14...region001	3850
Aply16_c01392_NODE_13...region001	3895
Pf5_c04273_NODE_42...region001	3895
Pf8_c04233_NODE_42...region001	3895
gb10_c07182_NODE_71...region001	3895
gb8_2_c02220_NODE_22...region001	3895
Pf8_c04328_NODE_43...region001	3896
Pf10_c01553_NODE_15...region001	3902
Pf11_c04624_NODE_46...region001	3902
Pf12_c01314_NODE_13...region001	3902
Pf4_c00239_NODE_23...region001	3902
Pf5_c01414_NODE_14...region001	3902
Pf6_c01491_NODE_14...region001	3902
Pf7_c01895_NODE_18...region001	3902
Pf7_c04873_NODE_48...region001	3902
Pf8_c04595_NODE_45...region001	3902
Pf9_c05687_NODE_56...region001	3902
gb126_c00528_NODE_52...region001	3902
Pf8_c07075_NODE_70...region001	3921
Pf12_c08943_NODE_89...region001	3933
Pf6_c10545_NODE_10...region001	3933
Pf7_c10462_NODE_10...region001	3933
Pf8_c08481_NODE_84...region001	3933
Pf9_c08441_NODE_84...region001	3933
Pf8_c09407_NODE_94...region001	3936
Pf8_c11203_NODE_11...region001	3943
Aply16_c04792_NODE_47...region001	3947
Aply16_c06380_NODE_63...region001	3947
Pf12_c04245_NODE_42...region001	3947
Pf12_c08132_NODE_81...region001	3947
Pf4_c05351_NODE_53...region001	3947
Pf4_c06976_NODE_69...region001	3947
Pf4_c14222_NODE_14...region001	3947
Pf5_c03330_NODE_33...region001	3947
Pf5_c14303_NODE_14...region001	3947
Pf5_c14605_NODE_14...region001	3947
Pf6_c12703_NODE_12...region001	3947
Pf7_c02949_NODE_29...region001	3947
Pf7_c06177_NODE_61...region001	3947
Pf7_c09495_NODE_94...region001	3947
Pf7_c15301_NODE_15...region001	3947
Pf8_c07738_NODE_77...region001	3947
Pf8_c07777_NODE_77...region001	3947
Pf8_c10761_NODE_10...region001	3947
Pf8_c11847_NODE_11...region001	3947
Pf9_c04858_NODE_48...region001	3947
Pf9_c05466_NODE_54...region001	3947
Pf9_c09119_NODE_91...region001	3947
gb5_2_c19018_NODE_19...region001	3947
Pf8_c12711_NODE_12...region001	3956
Pf9_c13226_NODE_13...region001	3956
Pf10_c05365_NODE_53...region001	3957
Pf11_c16495_NODE_16...region001	3957
Pf12_c14915_NODE_14...region001	3957
Pf5_c13530_NODE_13...region001	3957
Pf6_c01951_NODE_19...region001	3957
Pf6_c14402_NODE_14...region001	3957
Pf7_c17841_NODE_17...region001	3957
Pf8_c10117_NODE_10...region001	3957
Pf8_c10904_NODE_10...region001	3957
Pf8_c12914_NODE_12...region001	3957
Pf9_c08586_NODE_85...region001	3957
Pf9_c11329_NODE_11...region001	3957
Pf9_c12796_NODE_12...region001	3957
Pf9_c14616_NODE_14...region001	3957
Pf9_c16865_NODE_16...region001	3957
gb7_c10557_NODE_10...region001	3957
gb9_c04278_NODE_42...region001	3957
Pf12_c01143_NODE_11...region001	3959
Pf6_c00051_NODE_51...region001	3959
Pf8_c12961_NODE_12...region001	3959
Pf9_c00023_NODE_23...region001	3959
gb126_c00273_NODE_27...region001	3959
Pf10_c13812_NODE_13...region001	3962
Pf4_c16604_NODE_16...region001	3962
Pf8_c13778_NODE_13...region001	3962
gb126_c16182_NODE_16...region001	3962
gb126_c24090_NODE_24...region001	3962
gb1_c05179_NODE_51...region001	3962
gb1_c21304_NODE_21...region001	3962
gb278_c20267_NODE_20...region001	3962
gb278_c20597_NODE_20...region001	3962
gb5_2_c00437_NODE_43...region001	3962
gb7_c27930_NODE_27...region001	3962
gb9_c24127_NODE_24...region001	3962
Pf8_c14066_NODE_14...region001	3966
Pf8_c14230_NODE_14...region001	3966
Pf9_c01458_NODE_14...region001	3966
Pf8_c14546_NODE_14...region001	3967
Pf8_c15299_NODE_15...region001	3971
Pf8_c17031_NODE_17...region001	3980
Pf8_c17112_NODE_17...region001	3981
Pf8_c17418_NODE_17...region001	3982
Aply22_c05663_NODE_56...region001	3984
Pf10_c00303_NODE_30...region001	3984
