	Aply16	Aply21	Aply22	Aply23	gb10	gb10f	gb1	gb126	gb1f	gb2	gb278	gb2f	gb305	gb3	gb3f	gb4	gb5	gb56f	gb6	gb7	gb8	gb9	gb9f	Pf10	Pf11	Pf12	Pf4	Pf5	Pf6	Pf7	Pf8	Pf9	sw7	sw8	sw9
gb|Pf7_c15301_NODE_15...region001|GC_DNA--Entryname=T1PKS--OS=15301_length_4932_cov_28_568382--SMASHregion=region001--NR=4--BG=4	0.0	0.0	0.8942277006592296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.970228304718593	5.241285543771649	5.6748570315154625	6.852517397711663	5.676857074859093	5.425945545162939	6.102441208377072	6.051042349911585	0.0	0.0	0.0	0.0
gb|Pf7_c15932_NODE_15...region001|GC_DNA--Entryname=bacteriocin--OS=15932_length_4768_cov_5_813919--SMASHregion=region001--NR=11--BG=11	8.11530237676712	7.136162476663161	7.794848878838094	6.694038317077674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.093740118950238	0.0	0.0	0.0
gb|Pf7_c17984_NODE_17...region001|GC_DNA--Entryname=cyanobactin--OS=17984_length_4316_cov_6_951185--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.024899304176471	4.450465853873973	2.8683584229049064	0.0	3.6897802968558246	4.3088864172898855	4.775650151492586	3.780736432607286	4.447158634180541	0.0	0.0	0.0
gb|Pf7_c19007_NODE_19...region001|GC_DNA--Entryname=T3PKS--OS=19007_length_4122_cov_5_309811--SMASHregion=region001--NR=4--BG=4	5.453443342826145	6.675004136006175	5.993061353757862	0.0	0.0	0.0	1.8379730019102605	1.8486160153435363	0.0	2.8652276737907405	0.0	0.0	0.0	3.767037755660163	0.0	3.2971965033019335	3.3308667094309707	0.0	2.665970881469282	3.782920323174219	3.3844422755720727	0.0	0.0	3.4664469408115757	2.7951272981707356	2.6178112912273277	4.964435939024177	3.863835500455571	3.7390826601803173	3.2659659843291813	2.4207876459002238	4.608855000002898	0.0	0.0	0.0
gb|Pf8_c00024_NODE_24...region001|GC_DNA--Entryname=terpene--OS=24_length_168649_cov_9_938930--SMASHregion=region001--NR=9--BG=9	2.081834869047002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7861477673805832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.445049021980527	5.329518685476914	3.3109828774086916	4.0276482792384485	4.2220895180212334	1.6533153663526707	2.6660351642656703	2.5951038966877715	2.1332459176646372	0.0	0.0	0.0
gb|Pf8_c00041_NODE_41...region001|GC_DNA--Entryname=terpene--OS=41_length_126649_cov_37_765637--SMASHregion=region001--NR=8--BG=8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.721383292421402	5.327540823231174	5.32091072475445	5.897763884128032	5.815614252818662	5.057804512534398	5.377775591474702	5.818329494541617	0.0	0.0	0.0	0.0
gb|Pf8_c00076_NODE_76...region001|GC_DNA--Entryname=T1PKS--OS=76_length_99548_cov_17_308193--SMASHregion=region001--NR=10--BG=10	6.75501283087995	8.157909414281557	9.512377445315824	7.3445493778425845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7874305821155801	2.5372721648790946	4.830714572006353	5.9396399581053565	4.746794614160347	6.027387864824452	4.087934195615699	3.2934968791658648	1.3231228664852899	3.876445008210967	0.0	4.484835839038288
gb|Pf8_c00162_NODE_16...region001|GC_DNA--Entryname=terpene--OS=162_length_67039_cov_14_679715--SMASHregion=region001--NR=3--BG=3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6106984764734507	5.634523434853189	0.0	0.8980560365739961	0.0	0.9857175554182278	0.0	2.9691678136014024	0.0	0.0	0.0
gb|Pf8_c00329_NODE_32...region001|GC_DNA--Entryname=NRPS-like--OS=329_length_46476_cov_24_246483--SMASHregion=region001--NR=7--BG=7	7.277979091434656	7.702312852066488	7.180957762092902	5.462308865586635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8805737680464882	0.7423502685598915	1.2922773453320686	1.8641323337290059	3.256148045207193	0.0	0.0	0.0	0.0	0.0
gb|Pf8_c00340_NODE_34...region001|GC_DNA--Entryname=LAP:bacteriocin--OS=340_length_45814_cov_24_381127--SMASHregion=region001--NR=8--BG=8	7.617142029017671	8.16974704392189	8.044000715960314	1.8626576510730366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.418451104043105	5.348711506858837	5.458552313058587	6.0878344575531775	5.617923167092175	6.439317434120324	6.691544674684484	4.38304369568601	4.968660398042852	0.0	0.0	0.0
gb|Pf8_c00349_NODE_34...region001|GC_DNA--Entryname=NRPS--OS=349_length_45238_cov_9_992763--SMASHregion=region001--NR=2--BG=2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.207286516704585	0.0	0.0	0.0	0.0	0.8577671776545497	0.0	6.7598552748847895	0.0	0.0	0.0	0.0
gb|Pf8_c00417_NODE_41...region001|GC_DNA--Entryname=terpene--OS=417_length_42081_cov_8_955337--SMASHregion=region001--NR=5--BG=5	0.0	0.0	0.7503022639071972	1.2493227064577628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4568786293956375	0.0	2.438646128434723	0.0	4.130411153795166	3.637743386491399	2.779968600946617	3.40707227815077	0.7556658434786884	0.0	0.0	0.0
gb|Pf8_c00483_NODE_48...region001|GC_DNA--Entryname=T3PKS--OS=483_length_38814_cov_22_068990--SMASHregion=region001--NR=7--BG=7	5.64429589159698	2.7998036367691204	5.105770915713156	4.4253193759292575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.121221812009395	1.0493034797376144	2.3354090411506183	3.0647888912671437	3.468463069871918	0.353868998839435	0.6361700377883361	2.3913333497451936	2.8366610228910853	0.0	0.0	0.0
gb|Pf8_c00878_NODE_87...region001|GC_DNA--Entryname=NRPS-like--OS=878_length_29086_cov_21_586890--SMASHregion=region001--NR=8--BG=8	4.558413459992311	6.111185787544604	6.396901647850672	5.742498551873674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2354291387871355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.93935184032942	7.400913545250309	8.250677006489127	9.163117696603113	7.99836839933142	8.697679621406222	7.82871836924129	7.559566378951349	7.157894970087571	0.0	0.0	0.0
gb|Pf8_c00885_NODE_88...region001|GC_DNA--Entryname=T1PKS--OS=885_length_28988_cov_22_040300--SMASHregion=region001--NR=7--BG=7	3.555457734968226	3.1626232403581045	4.052780879718373	5.526308501743799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.429981853568895	7.522940616168997	8.468000811093557	8.662982327723709	8.02915148854928	8.774585351033153	8.610317427717042	6.561629859220015	5.052864696392141	0.0	0.0	0.0
gb|Pf8_c00910_NODE_91...region001|GC_DNA--Entryname=terpene--OS=910_length_28649_cov_8_893369--SMASHregion=region001--NR=8--BG=8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.133349169994234	2.7600644745018843	3.050149923429823	3.884462543185208	5.1535551411346	2.8080128046352084	3.696904655781587	3.97233373196165	0.0	0.0	0.0	0.0
gb|Pf8_c00997_NODE_99...region001|GC_DNA--Entryname=terpene--OS=997_length_27387_cov_5_324748--SMASHregion=region001--NR=3--BG=3	3.218480190738234	4.186027130997568	3.9952437914057537	4.108575297899819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.145955590315419	1.0430059553117959	2.3256260584655437	0.0	5.477919573122536	2.5756822201986656	0.0	1.84444898482623	4.108104939941001	0.0	0.0	0.0
gb|Pf8_c01000_NODE_10...region001|GC_DNA--Entryname=bacteriocin--OS=1000_length_27374_cov_7_125700--SMASHregion=region001--NR=8--BG=8	4.9624978742700785	4.198278017206861	5.701757079963739	3.9121499715942196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40063198137718	1.7284598333989871	0.0	4.360227444787461	0.0	2.9361813327060853	3.144636610768046	0.0	0.0	0.0	0.0
gb|Pf8_c01124_NODE_11...region001|GC_DNA--Entryname=bacteriocin--OS=1124_length_25571_cov_8_695211--SMASHregion=region001--NR=6--BG=6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.468909857554036	2.7783162209841388	2.5240252162998953	3.2539635672476632	3.349877019647006	3.951451611798509	2.013189438306783	3.9372480514346937	0.0	0.0	0.0	0.0
gb|Pf8_c01165_NODE_11...region001|GC_DNA--Entryname=bacteriocin--OS=1165_length_25196_cov_8_394694--SMASHregion=region001--NR=4--BG=4	4.8967115210953045	4.667246813056054	5.162093856670925	3.42073783750029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3279306115587466	2.8750006905947343	0.0	2.6716975088723633	2.7621982032221086	1.5734572474450677	3.039648081284376	2.8464591207602306	1.6228168867938777	0.0	0.0	0.0
gb|Pf8_c01183_NODE_11...region001|GC_DNA--Entryname=terpene--OS=1183_length_25037_cov_18_643463--SMASHregion=region001--NR=8--BG=8	0.0	0.0	1.6219104674802072	1.0347910853521853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.950005896351558	4.748061450795378	4.692813981318416	5.171338129732735	4.879262399867829	4.852724676636713	4.199956022412308	6.45330488125921	5.236335346184802	0.0	0.0	0.0
gb|Pf8_c01535_NODE_15...region001|GC_DNA--Entryname=terpene--OS=1535_length_21520_cov_14_183461--SMASHregion=region001--NR=10--BG=10	8.567224770785385	1.7908123620416292	8.559286376894097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8193957348479857	0.0	0.0	0.0	3.762798848719424	4.7908139467587345	4.475146141629377	0.0	0.0	0.0
gb|Pf8_c01539_NODE_15...region001|GC_DNA--Entryname=NRPS-like--OS=1539_length_21460_cov_8_760990--SMASHregion=region001--NR=5--BG=5	2.774599084576904	4.779463499792793	7.546766456538167	6.094816294608192	3.100465951419075	0.0	1.5947878876313506	2.345550555912746	0.0	3.736776476742149	2.9331623868144234	0.0	4.819663076902498	1.7967600619180617	0.0	4.283602168359672	2.5211359390565242	0.0	2.8664435197786533	1.586482592351295	2.234074011233905	1.624654972038698	0.0	0.0	0.0	0.0	7.152653658140199	0.0	0.0	1.5520551590146194	1.0968939773962194	4.782494846495032	0.0	0.0	0.0
gb|Pf8_c01561_NODE_15...region001|GC_DNA--Entryname=T1PKS--OS=1561_length_21229_cov_47_455511--SMASHregion=region001--NR=8--BG=8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3084109147045	6.785875610491047	6.1655432228654625	6.98748654383229	6.649053907261015	7.495123542849955	7.044818363371901	6.674514073906761	2.9348189784311205	0.0	0.0	0.0
gb|Pf8_c01770_NODE_17...region001|GC_DNA--Entryname=NRPS-like--OS=1770_length_19851_cov_11_265256--SMASHregion=region001--NR=6--BG=6	4.21398819480094	3.9261012651347884	3.7169779483099683	4.029643014957984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.192119994249473	4.365365471231388	4.14229508547556	5.072951738261571	4.6425854761361665	4.2075922122764355	4.908536373795773	4.309195610352303	3.7291696072640703	0.0	0.0	0.0
gb|Pf8_c01786_NODE_17...region001|GC_DNA--Entryname=arylpolyene--OS=1786_length_19762_cov_6_529000--SMASHregion=region001--NR=2--BG=2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6565604988174636	0.0	0.0	0.0	3.041625772583104	0.6196025948000563	0.0	2.3566318130480552	0.0	0.8770219282383386	4.284306332273086	3.784445398197751	0.37125484555338734	0.0	0.0	0.0
gb|Pf8_c02047_NODE_20...region001|GC_DNA--Entryname=bacteriocin--OS=2047_length_18236_cov_6_805731--SMASHregion=region001--NR=5--BG=5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23738848612332	1.2923734139482281	3.26568362333444	3.813052641865418	2.106934980651421	1.7049379891926297	2.9558473406159678	3.014743795892082	0.0	0.0	0.0	0.0
gb|Pf8_c02231_NODE_22...region001|GC_DNA--Entryname=bacteriocin--OS=2231_length_17346_cov_6_027876--SMASHregion=region001--NR=4--BG=4	0.0	0.0	1.3021960567454394	3.304526212681147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6697482785876248	3.7191666977472657	2.921894604797433	5.493951534849312	2.1608892119039615	4.773945253979159	4.712824563925734	4.688113359675062	5.233341778977067	0.0	0.0	0.0
gb|Pf8_c02311_NODE_23...region001|GC_DNA--Entryname=bacteriocin--OS=2311_length_16967_cov_18_607084--SMASHregion=region001--NR=4--BG=4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6411906226714854	5.2160900625033735	0.0	2.695117624721936	0.0	3.0910100825550337	3.17512463752142	3.4724960080689975	1.7055239851834898	0.0	0.0	0.0
gb|Pf8_c02695_NODE_26...region001|GC_DNA--Entryname=bacteriocin--OS=2695_length_15535_cov_26_295607--SMASHregion=region001--NR=10--BG=10	5.567167285562301	6.261681379105088	7.281027522921904	5.234609856753476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|Pf8_c02795_NODE_27...region001|GC_DNA--Entryname=T1PKS--OS=2795_length_15176_cov_41_276371--SMASHregion=region001--NR=8--BG=8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.495791021855355	6.879408888282529	6.2707383887270165	7.42342770232757	7.040343396364254	7.471664992636919	7.335584442399444	7.224346780365238	5.81235513768685	0.0	0.0	0.0
gb|Pf8_c03052_NODE_30...region001|GC_DNA--Entryname=terpene--OS=3052_length_14316_cov_7_291354--SMASHregion=region001--NR=15--BG=14	7.302175289885915	4.804223616180547	6.022873545940712	5.241875360988072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.249402713842711	2.82064889002917	1.506796001038818	0.0	1.0580424140570168	0.0	0.0	0.0	0.0
gb|Pf8_c03061_NODE_30...region001|GC_DNA--Entryname=lanthipeptide--OS=3061_length_14256_cov_14_005211--SMASHregion=region001--NR=4--BG=4	1.8734129322458748	0.654954747207328	2.7071354233999863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.795668085081703	0.6786424566165725	0.719627111937987	1.7471354478468109	4.596963172713261	6.735900729793648	0.0	0.0	0.0	0.0
gb|Pf8_c03541_NODE_35...region001|GC_DNA--Entryname=bacteriocin--OS=3541_length_12963_cov_40_621475--SMASHregion=region001--NR=8--BG=8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.015196561241247	2.387606446053724	4.645291598973493	2.9502474682593443	3.708836820347599	4.129500119807423	3.1171507773178577	3.7998901186865037	2.49348820299945	0.0	0.0	0.0
gb|Pf8_c04328_NODE_43...region001|GC_DNA--Entryname=terpene--OS=4328_length_11411_cov_5_574146--SMASHregion=region001--NR=1	0.0	0.0	0.0	2.3404391445758876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.796136368864395	2.5255667626385097	0.8096292204310913	0.3172687040988305	2.527931214305576	4.0604316851063205	3.9478422600438767	5.1706211959514405	0.0	0.0	0.0	0.0
gb|Pf8_c04384_NODE_43...region001|GC_DNA--Entryname=terpene--OS=4384_length_11330_cov_5_301463--SMASHregion=region001--NR=3--BG=3	2.262423939396524	3.591972001020315	1.4605166513747037	2.496470231755171	0.6921109905656381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8513597692947422	0.0	0.0	0.0	0.0	0.0	0.7233811421523122	0.0	0.0	0.0	2.537834560053091	0.0	1.8562389090936013	0.7156558548451708	4.59495670290665	2.5946160691003826	0.7031279503675554	1.68750519605975	0.7338407381237005	0.0	0.0	0.0
gb|Pf8_c04451_NODE_44...region001|GC_DNA--Entryname=terpene--OS=4451_length_11192_cov_13_701176--SMASHregion=region001--NR=5--BG=5	0.0	0.0	2.747671076172406	2.365969986751105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.265816042846125	0.0	0.0	1.8805062808676203	1.9590283666219501	2.9217778574048556	0.0	3.414358346908369	0.0	0.0	0.0	0.0
gb|Pf8_c05060_NODE_50...region001|GC_DNA--Entryname=terpene--OS=5060_length_10214_cov_26_885619--SMASHregion=region001--NR=8--BG=8	0.0	1.521739750886122	1.2229445317144316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.896554292138791	4.413143467407321	5.640774233164287	5.492367913930406	6.760636118467121	5.071467641576233	6.002918964056633	6.6791859906294775	5.795260135359728	0.0	0.0	0.0
gb|Pf8_c05485_NODE_54...region001|GC_DNA--Entryname=terpene--OS=5485_length_9591_cov_6_181942--SMASHregion=region001--NR=4--BG=4	1.818979619010647	0.0	3.7275649731019165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.817515526913805	0.0	0.0	4.910362278853873	3.5908111066908917	6.053738201172566	0.0	5.2276691808963776	0.0	0.0	0.0	0.0
gb|Pf8_c05541_NODE_55...region001|GC_DNA--Entryname=terpene--OS=5541_length_9518_cov_10_051886--SMASHregion=region001--NR=7--BG=7	3.066202574391098	0.0	2.3931823851115017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.575239837249508	6.381645639685416	4.825518499238803	2.2453832780397436	4.152776914932715	5.164728929422387	2.8274491710603806	3.6440617724776563	5.236432296530718	0.0	0.0	0.0
gb|Pf8_c05724_NODE_57...region001|GC_DNA--Entryname=bacteriocin--OS=5724_length_9295_cov_5_683009--SMASHregion=region001--NR=4--BG=4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.873182794918875	1.9967227183444756	2.7698297631848363	2.8756568572481394	3.2002876552397894	1.165944720421752	1.7989576074137348	1.6746032061281715	0.0	0.0	0.0	0.0
gb|Pf8_c06929_NODE_69...region001|GC_DNA--Entryname=terpene--OS=6929_length_8054_cov_5_601450--SMASHregion=region001--NR=3--BG=3	1.1967721730833105	0.0	1.1324360196661538	0.0	1.9233344618147685	0.0	1.4789683024806948	0.0	0.0	1.9668719194114492	0.0	0.0	0.0	3.286313212701648	0.0	2.139212690848265	2.558909316939575	0.0	2.572506387622964	3.301700520140176	2.692049391626847	2.707120474368182	0.0	2.2570565557621944	3.0264638277875453	3.0238515439344735	5.156708473420821	2.862878936225515	4.431591305805703	4.446187796553044	3.6345217301462034	3.368082024519532	0.0	0.0	0.0
gb|Pf8_c07075_NODE_70...region001|GC_DNA--Entryname=lanthipeptide--OS=7075_length_7921_cov_5_005212--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1536386546692095	4.862263552417778	0.0	0.0	0.0	0.0	0.0	5.800511732750837	3.7285239245122774	0.0	0.0	0.0
gb|Pf8_c07433_NODE_74...region001|GC_DNA--Entryname=bacteriocin--OS=7433_length_7601_cov_9_256427--SMASHregion=region001--NR=4--BG=4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.799740101438595	1.9331999414449794	3.828470277558725	3.316508388319621	2.4030552837485533	3.8754809318395633	2.7746085158879747	3.641486218183317	0.0	0.0	0.0	0.0
gb|Pf8_c09407_NODE_94...region001|GC_DNA--Entryname=bacteriocin--OS=9407_length_6361_cov_8_662068--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.214813763916437	0.5021875298234688	3.0359786115295706	0.0	1.2782140808174858	0.0	3.6610896949329965	5.838076801496291	2.4135367174578253	0.0	0.0	0.0
gb|Pf8_c09682_NODE_96...region001|GC_DNA--Entryname=bacteriocin--OS=9682_length_6225_cov_4_986386--SMASHregion=region001--NR=2--BG=2	0.6467604294003583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.149446055767226	2.8353959933863795	1.5614519421580169	3.4012226681926983	0.0	2.8837597845238925	1.6981519553755127	2.3130681579857253	3.389600964457374	0.0	0.0	0.0
gb|Pf8_c09905_NODE_99...region001|GC_DNA--Entryname=bacteriocin--OS=9905_length_6112_cov_4_290903--SMASHregion=region001--NR=6--BG=6	4.095176559793487	5.511628699541474	6.35973381355197	5.954701422983421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gb|Pf8_c11203_NODE_11...region001|GC_DNA--Entryname=terpene--OS=11203_length_5564_cov_5_364676--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46889958277837	2.845589934435046	3.766359368115847	0.0	0.0	4.818540079747578	0.0	5.45090096603524	0.0	0.0	0.0	0.0
gb|Pf8_c12571_NODE_12...region001|GC_DNA--Entryname=NRPS-like--OS=12571_length_5107_cov_5_612233--SMASHregion=region001--NR=2--BG=2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5667768761007865	2.4698824404378605	3.024880903381315	0.0	3.777842375759714	4.670051474901759	5.948058376628183	4.894321206387378	2.780426460988995	0.0	0.0	0.0
gb|Pf8_c14546_NODE_14...region001|GC_DNA--Entryname=NRPS-like--OS=14546_length_4579_cov_6_407825--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42364753869774	0.37924632288140997	0.0	5.16897828616606	0.0	0.0	0.0	0.0
gb|Pf8_c15299_NODE_15...region001|GC_DNA--Entryname=lanthipeptide--OS=15299_length_4414_cov_7_035329--SMASHregion=region001--NR=1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5858320658652945	0.0	3.843156527226327	0.0	3.679709563081346	5.132774969015832	0.0	0.0	0.0	0.0
gb|Pf8_c17031_NODE_17...region001|GC_DNA--Entryname=bacteriocin--OS=17031_length_4076_cov_4_849043--SMASHregion=region001--NR=1	0.0	3.0436836893578456	1.9327726451607727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4425983620999479	0.7222650079885712	3.770235870065729	1.616271855860891	0.8003179564164701	2.2373864595116544	3.285988327636916	3.6900667407411354	1.9425198772172858	0.0	0.0	0.0
gb|Pf8_c17112_NODE_17...region001|GC_DNA--Entryname=terpene--OS=17112_length_4060_cov_5_522597--SMASHregion=region001--NR=1	0.5955363494495194	1.2157626066402274	1.1234971611380846	0.0	0.7335312139177284	0.0	0.0	0.0	0.0	2.154254626855196	0.8270761522182977	0.0	0.7933318106912892	2.9864781104648204	0.0	1.3873293630720323	1.802245819589768	0.0	1.9764849590424745	0.766222729798296	1.8448393550800297	1.2974631937423595	0.0	4.4395198274581515	1.564130513971049	2.0612766922017562	0.4283137117481855	4.179619405986346	4.166300106145905	3.791259033240988	4.985563789216416	2.6674541701103522	0.0	0.0	0.0
